Order_ID,Order_Date,Customer_ID,Region,City,Category,Product,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Method
ORD00214,2025-11-29,CUST0106,Central,Nagpur,Beauty,Lipstick,4,503.0,0.05,1911.4,1300.13,611.27,UPI
ORD00215,2025-07-11,CUST0150,Central,Indore,Fashion,Jeans,2,660.0,0.1,1188.0,920.15,267.85,Card
ORD00216,2025-08-13,CUST0211,Central,Nagpur,Footwear,Loafers,1,1250.0,0.05,1187.5,914.76,272.74,COD
ORD00217,2025-09-22,CUST0347,South,Hyderabad,Home,Lamp,2,560.0,0.1,1008.0,741.29,266.71,Wallet
ORD00218,2025-08-20,CUST0039,Central,Nagpur,Electronics,Power Bank,3,1340.0,0.15,3417.0,2110.15,1306.85,COD
ORD00219,2025-03-03,CUST0048,East,Bhubaneswar,Electronics,Smartwatch,4,1278.0,0.1,4600.8,3088.56,1512.24,Wallet
ORD00220,2025-05-07,CUST0109,North,Lucknow,Accessories,Watch,4,812.0,0.05,3085.6,2381.2,704.4,Wallet
ORD00221,2025-04-26,CUST0176,East,Bhubaneswar,Home,Storage Box,2,921.0,0.2,1473.6,1092.87,380.73,COD
ORD00222,2025-02-02,CUST0001,West,Mumbai,Fashion,T-Shirt,1,465.0,0.05,441.75,280.39,161.36,Wallet
ORD00223,2025-06-23,CUST0129,East,Kolkata,Beauty,Serum,3,506.0,0.0,1518.0,1047.71,470.29,COD
ORD00224,2025-01-11,CUST0047,North,Jaipur,Home,Lamp,3,461.0,0.05,1313.85,829.83,484.02,COD
ORD00225,2025-10-29,CUST0349,West,Mumbai,Fashion,Kurta,2,641.0,0.2,1025.6,593.63,431.97,Wallet
ORD00226,2025-10-11,CUST0118,East,Kolkata,Fashion,T-Shirt,4,837.0,0.05,3180.6,2048.95,1131.65,Wallet
ORD00227,2025-04-28,CUST0069,North,Jaipur,Fashion,T-Shirt,3,708.0,0.1,1911.6,1062.19,849.41,UPI
ORD00228,2025-10-29,CUST0110,Central,Nagpur,Fashion,T-Shirt,2,564.0,0.15,958.8,586.12,372.68,UPI
ORD00229,2025-04-23,CUST0302,South,Hyderabad,Electronics,Speaker,1,1220.0,0.05,1159.0,829.42,329.58,Wallet
ORD00230,2025-01-04,CUST0128,East,Kolkata,Home,Cushion,2,730.0,0.1,1314.0,903.51,410.49,Card
ORD00231,2025-02-06,CUST0028,East,Kolkata,Accessories,Wallet,2,695.0,0.15,1181.5,705.17,476.33,UPI
ORD00232,2025-12-29,CUST0007,North,Delhi,Electronics,Speaker,4,1455.0,0.2,4656.0,2507.08,2148.92,Card
ORD00233,2025-11-20,CUST0089,West,Ahmedabad,Home,Lamp,4,655.0,0.1,2358.0,1561.12,796.88,Wallet
ORD00234,2025-01-31,CUST0031,Central,Bhopal,Fashion,T-Shirt,1,618.0,0.1,556.2,320.42,235.78,Wallet
ORD00235,2025-04-28,CUST0275,Central,Indore,Footwear,Loafers,4,1525.0,0.15,5185.0,2807.32,2377.68,UPI
ORD00236,2025-02-04,CUST0201,East,Kolkata,Home,Bedsheet,2,724.0,0.05,1375.6,907.16,468.44,COD
ORD00237,2025-01-17,CUST0060,South,Hyderabad,Home,Cushion,2,413.0,0.0,826.0,628.09,197.91,Wallet
ORD00238,2025-06-19,CUST0071,East,Ranchi,Footwear,Sneakers,2,1137.0,0.0,2274.0,1189.97,1084.03,COD
ORD00239,2025-02-06,CUST0138,East,Ranchi,Beauty,Shampoo,3,396.0,0.05,1128.6,695.99,432.61,COD
ORD00240,2025-09-21,CUST0296,West,Pune,Fashion,Jeans,1,807.0,0.1,726.3,512.19,214.11,COD
ORD00241,2025-05-02,CUST0086,Central,Indore,Electronics,Speaker,1,1200.0,0.15,1020.0,758.3,261.7,Card
ORD00242,2025-05-23,CUST0002,North,Lucknow,Beauty,Lipstick,1,441.0,0.05,418.95,298.54,120.41,COD
ORD00243,2025-12-09,CUST0092,North,Jaipur,Fashion,Kurta,3,764.0,0.15,1948.2,1479.19,469.01,COD
ORD00244,2025-09-06,CUST0164,South,Bengaluru,Footwear,Sports Shoes,2,1271.0,0.15,2160.7,1638.07,522.63,Card
ORD00245,2025-04-20,CUST0265,North,Lucknow,Fashion,Jeans,1,549.0,0.05,521.55,301.47,220.08,COD
ORD00246,2025-10-04,CUST0234,West,Pune,Electronics,Earphones,3,1316.0,0.1,3553.2,1927.47,1625.73,COD
ORD00247,2025-03-09,CUST0189,East,Ranchi,Home,Lamp,3,594.0,0.2,1425.6,831.23,594.37,Wallet
ORD00248,2025-10-20,CUST0178,South,Hyderabad,Beauty,Serum,4,397.0,0.0,1588.0,921.96,666.04,COD
ORD00249,2025-10-23,CUST0122,West,Ahmedabad,Home,Bedsheet,3,857.0,0.0,2571.0,1474.08,1096.92,Wallet
ORD00250,2025-08-31,CUST0119,South,Chennai,Electronics,Earphones,3,1502.0,0.0,4506.0,2394.55,2111.45,Wallet
ORD00251,2025-05-05,CUST0069,West,Ahmedabad,Accessories,Watch,1,618.0,0.2,494.4,269.37,225.03,Wallet
ORD00252,2025-08-31,CUST0162,West,Ahmedabad,Fashion,T-Shirt,2,816.0,0.05,1550.4,923.78,626.62,Wallet
ORD00253,2025-07-28,CUST0104,East,Bhubaneswar,Accessories,Watch,3,1106.0,0.05,3152.1,1700.3,1451.8,UPI
ORD00254,2025-04-08,CUST0209,South,Hyderabad,Footwear,Sneakers,2,1304.0,0.15,2216.8,1421.36,795.44,COD
ORD00255,2025-02-18,CUST0062,South,Bengaluru,Footwear,Loafers,3,799.0,0.15,2037.45,1199.86,837.59,COD
ORD00256,2025-02-19,CUST0128,Central,Bhopal,Beauty,Lipstick,2,411.0,0.1,739.8,413.23,326.57,Card
ORD00257,2025-12-04,CUST0232,East,Bhubaneswar,Electronics,Earphones,2,1719.0,0.0,3438.0,2638.82,799.18,UPI
ORD00258,2025-08-09,CUST0114,North,Delhi,Fashion,Dress,1,611.0,0.0,611.0,327.52,283.48,UPI
ORD00259,2025-07-01,CUST0039,East,Ranchi,Beauty,Shampoo,1,486.0,0.2,388.8,261.43,127.37,COD
ORD00260,2025-08-05,CUST0237,West,Mumbai,Fashion,Kurta,1,798.0,0.1,718.2,396.34,321.86,COD
ORD00261,2025-07-30,CUST0089,West,Pune,Beauty,Shampoo,1,375.0,0.15,318.75,222.37,96.38,Card
ORD00262,2025-08-28,CUST0318,East,Bhubaneswar,Beauty,Serum,4,445.0,0.05,1691.0,894.55,796.45,UPI
ORD00263,2025-01-28,CUST0197,West,Pune,Accessories,Watch,4,333.0,0.0,1332.0,723.02,608.98,UPI
ORD00264,2025-12-11,CUST0184,Central,Bhopal,Electronics,Power Bank,1,1142.0,0.15,970.7,702.11,268.59,Wallet
ORD00265,2025-12-01,CUST0014,East,Ranchi,Footwear,Sports Shoes,3,1050.0,0.15,2677.5,1580.56,1096.94,Card
ORD00266,2025-11-27,CUST0300,North,Jaipur,Footwear,Sandals,1,853.0,0.15,725.05,476.83,248.22,UPI
ORD00267,2025-02-20,CUST0029,South,Chennai,Beauty,Face Wash,2,582.0,0.1,1047.6,690.12,357.48,UPI
ORD00268,2025-02-01,CUST0184,East,Kolkata,Footwear,Sports Shoes,2,817.0,0.05,1552.3,1046.34,505.96,COD
ORD00269,2025-07-26,CUST0253,Central,Nagpur,Accessories,Watch,2,737.0,0.2,1179.2,903.95,275.25,Card
ORD00270,2025-06-23,CUST0011,North,Delhi,Beauty,Shampoo,1,461.0,0.05,437.95,296.24,141.71,Wallet
ORD00271,2025-02-25,CUST0166,Central,Bhopal,Fashion,Jeans,2,882.0,0.1,1587.6,1121.49,466.11,COD
ORD00272,2025-05-08,CUST0187,Central,Nagpur,Fashion,Kurta,2,519.0,0.0,1038.0,768.21,269.79,COD
ORD00273,2025-04-09,CUST0081,Central,Bhopal,Home,Cushion,3,786.0,0.1,2122.2,1281.55,840.65,Wallet
ORD00274,2025-04-08,CUST0090,East,Kolkata,Accessories,Sunglasses,3,801.0,0.05,2282.85,1582.1,700.75,Wallet
ORD00275,2025-10-02,CUST0291,South,Hyderabad,Home,Storage Box,1,535.0,0.2,428.0,266.14,161.86,COD
ORD00276,2025-08-18,CUST0040,Central,Bhopal,Beauty,Lipstick,1,487.0,0.15,413.95,230.39,183.56,UPI
ORD00277,2025-03-13,CUST0136,South,Chennai,Home,Storage Box,1,673.0,0.1,605.7,385.3,220.4,UPI
ORD00278,2025-08-05,CUST0225,East,Bhubaneswar,Beauty,Face Wash,1,401.0,0.0,401.0,213.54,187.46,Wallet
ORD00279,2025-04-04,CUST0246,West,Pune,Beauty,Shampoo,3,456.0,0.2,1094.4,675.89,418.51,UPI
ORD00280,2025-05-23,CUST0054,North,Delhi,Beauty,Shampoo,3,419.0,0.0,1257.0,757.8,499.2,COD
ORD00281,2025-08-25,CUST0048,West,Mumbai,Home,Lamp,1,663.0,0.2,530.4,405.69,124.71,Card
ORD00282,2025-05-08,CUST0081,North,Jaipur,Footwear,Sports Shoes,2,1231.0,0.2,1969.6,1479.83,489.77,COD
ORD00283,2025-02-08,CUST0277,South,Hyderabad,Fashion,Jeans,4,900.0,0.2,2880.0,2038.26,841.74,Card
ORD00284,2025-08-15,CUST0282,East,Kolkata,Accessories,Watch,1,622.0,0.0,622.0,386.98,235.02,Wallet
ORD00285,2025-10-09,CUST0339,East,Kolkata,Beauty,Face Wash,4,623.0,0.0,2492.0,1486.68,1005.32,Wallet
ORD00286,2025-02-20,CUST0243,North,Delhi,Beauty,Face Wash,2,292.0,0.1,525.6,406.83,118.77,COD
ORD00287,2025-01-26,CUST0199,West,Pune,Home,Cushion,3,632.0,0.0,1896.0,1302.33,593.67,UPI
ORD00288,2025-11-30,CUST0239,East,Kolkata,Home,Cushion,4,719.0,0.0,2876.0,1692.4,1183.6,Card
ORD00289,2025-10-04,CUST0177,Central,Bhopal,Beauty,Lipstick,2,473.0,0.0,946.0,513.0,433.0,Wallet
ORD00290,2025-01-08,CUST0275,Central,Bhopal,Footwear,Sandals,4,977.0,0.2,3126.4,1966.02,1160.38,Wallet
ORD00291,2025-02-17,CUST0018,West,Pune,Footwear,Sandals,1,1059.0,0.15,900.15,679.36,220.79,UPI
ORD00292,2025-05-02,CUST0217,South,Hyderabad,Fashion,Dress,2,638.0,0.05,1212.2,670.11,542.09,COD
ORD00293,2025-03-27,CUST0035,South,Chennai,Accessories,Sunglasses,2,715.0,0.2,1144.0,671.59,472.41,COD
ORD00294,2025-07-28,CUST0007,Central,Indore,Electronics,Speaker,3,1614.0,0.2,3873.6,2475.7,1397.9,Wallet
ORD00295,2025-09-06,CUST0052,South,Hyderabad,Fashion,Dress,1,745.0,0.0,745.0,496.39,248.61,Card
ORD00296,2025-09-04,CUST0243,West,Pune,Footwear,Loafers,4,963.0,0.15,3274.2,2189.54,1084.66,COD
ORD00297,2025-04-20,CUST0170,West,Mumbai,Beauty,Lipstick,4,523.0,0.0,2092.0,1303.12,788.88,UPI
ORD00298,2025-07-25,CUST0156,East,Bhubaneswar,Fashion,Dress,1,739.0,0.1,665.1,487.2,177.9,Card
ORD00299,2025-01-31,CUST0227,North,Delhi,Home,Cushion,2,745.0,0.1,1341.0,1036.99,304.01,Card
ORD00300,2025-03-26,CUST0209,Central,Nagpur,Home,Cushion,1,724.0,0.05,687.8,436.65,251.15,Wallet
ORD00301,2025-07-14,CUST0260,North,Lucknow,Footwear,Loafers,2,936.0,0.0,1872.0,1124.87,747.13,Wallet
ORD00302,2025-01-02,CUST0234,South,Hyderabad,Beauty,Face Wash,2,405.0,0.0,810.0,473.74,336.26,COD
ORD00303,2025-07-19,CUST0064,East,Bhubaneswar,Home,Lamp,4,737.0,0.2,2358.4,1469.77,888.63,COD
ORD00304,2025-05-16,CUST0243,West,Ahmedabad,Beauty,Lipstick,4,499.0,0.05,1896.2,1459.57,436.63,Card
ORD00305,2025-08-21,CUST0026,East,Ranchi,Home,Lamp,1,648.0,0.1,583.2,307.43,275.77,UPI
ORD00306,2025-05-27,CUST0210,South,Chennai,Footwear,Sandals,2,1123.0,0.05,2133.7,1258.8,874.9,COD
ORD00307,2025-08-05,CUST0115,West,Mumbai,Accessories,Wallet,2,984.0,0.2,1574.4,1146.52,427.88,Card
ORD00308,2025-12-23,CUST0112,East,Bhubaneswar,Footwear,Loafers,4,983.0,0.1,3538.8,2262.49,1276.31,Wallet
ORD00309,2025-10-12,CUST0192,Central,Bhopal,Home,Cushion,1,714.0,0.2,571.2,445.45,125.75,Card
ORD00310,2025-12-05,CUST0142,West,Mumbai,Home,Bedsheet,3,626.0,0.1,1690.2,1160.41,529.79,Card
ORD00311,2025-09-07,CUST0308,South,Hyderabad,Accessories,Watch,2,769.0,0.0,1538.0,1121.84,416.16,Wallet
ORD00312,2025-03-21,CUST0133,South,Chennai,Accessories,Watch,1,958.0,0.15,814.3,634.62,179.68,Wallet
ORD00313,2025-04-08,CUST0114,North,Lucknow,Electronics,Speaker,2,1608.0,0.1,2894.4,2051.85,842.55,Wallet
ORD00314,2025-06-01,CUST0050,Central,Indore,Accessories,Watch,2,917.0,0.2,1467.2,832.04,635.16,Wallet
ORD00315,2025-04-22,CUST0115,Central,Bhopal,Beauty,Lipstick,3,556.0,0.0,1668.0,963.75,704.25,Card
ORD00316,2025-01-30,CUST0241,East,Bhubaneswar,Electronics,Smartwatch,3,1405.0,0.15,3582.75,2655.95,926.8,COD
ORD00317,2025-10-24,CUST0212,West,Mumbai,Accessories,Wallet,1,898.0,0.15,763.3,502.07,261.23,COD
ORD00318,2025-10-05,CUST0235,South,Bengaluru,Beauty,Serum,4,425.0,0.2,1360.0,1022.91,337.09,UPI
ORD00319,2025-02-01,CUST0030,North,Jaipur,Home,Lamp,3,688.0,0.05,1960.8,1179.4,781.4,COD
ORD00320,2025-06-10,CUST0046,South,Hyderabad,Electronics,Smartwatch,2,1367.0,0.15,2323.9,1682.86,641.04,UPI
ORD00321,2025-01-30,CUST0020,West,Pune,Footwear,Sports Shoes,4,1119.0,0.15,3804.6,2357.57,1447.03,UPI
ORD00322,2025-01-26,CUST0321,North,Jaipur,Accessories,Watch,2,886.0,0.0,1772.0,1233.23,538.77,UPI
ORD00323,2025-10-27,CUST0157,East,Kolkata,Beauty,Lipstick,1,384.0,0.15,326.4,212.44,113.96,UPI
ORD00324,2025-09-02,CUST0173,East,Bhubaneswar,Fashion,T-Shirt,4,964.0,0.2,3084.8,2082.41,1002.39,Wallet
ORD00325,2025-09-15,CUST0207,East,Bhubaneswar,Accessories,Backpack,3,655.0,0.05,1866.75,1050.74,816.01,COD
ORD00326,2025-09-29,CUST0064,South,Hyderabad,Beauty,Serum,1,352.0,0.2,281.6,183.38,98.22,Card
ORD00327,2025-03-22,CUST0305,West,Ahmedabad,Accessories,Wallet,3,967.0,0.2,2320.8,1582.82,737.98,COD
ORD00328,2025-01-30,CUST0064,North,Delhi,Accessories,Wallet,1,914.0,0.15,776.9,493.74,283.16,Card
ORD00329,2025-09-18,CUST0052,South,Chennai,Electronics,Power Bank,1,1557.0,0.1,1401.3,882.02,519.28,Card
ORD00330,2025-02-11,CUST0055,West,Mumbai,Footwear,Sandals,1,1224.0,0.1,1101.6,605.49,496.11,Wallet
ORD00331,2025-04-06,CUST0152,East,Ranchi,Beauty,Serum,2,449.0,0.1,808.2,568.08,240.12,UPI
ORD00332,2025-02-05,CUST0007,South,Chennai,Fashion,Dress,4,587.0,0.1,2113.2,1227.71,885.49,COD
ORD00333,2025-11-01,CUST0330,South,Hyderabad,Fashion,Dress,1,710.0,0.0,710.0,536.22,173.78,UPI
ORD00334,2025-02-04,CUST0021,East,Bhubaneswar,Electronics,Smartwatch,1,1229.0,0.0,1229.0,898.92,330.08,Card
ORD00335,2025-12-12,CUST0024,West,Ahmedabad,Home,Storage Box,1,764.0,0.0,764.0,566.37,197.63,COD
ORD00336,2025-05-01,CUST0048,East,Bhubaneswar,Beauty,Serum,4,438.0,0.2,1401.6,826.61,574.99,Card
ORD00337,2025-07-26,CUST0198,North,Jaipur,Home,Lamp,4,553.0,0.15,1880.2,1110.59,769.61,Wallet
ORD00338,2025-03-03,CUST0303,North,Delhi,Electronics,Power Bank,1,1319.0,0.05,1253.05,685.38,567.67,Wallet
ORD00339,2025-10-19,CUST0067,South,Chennai,Footwear,Sports Shoes,4,1182.0,0.1,4255.2,2889.08,1366.12,Wallet
ORD00340,2025-05-07,CUST0161,West,Pune,Electronics,Earphones,1,1258.0,0.0,1258.0,739.73,518.27,COD
ORD00341,2025-10-24,CUST0128,East,Ranchi,Accessories,Backpack,1,682.0,0.15,579.7,401.18,178.52,Wallet
ORD00342,2025-11-01,CUST0081,South,Chennai,Home,Cushion,1,679.0,0.0,679.0,466.67,212.33,Wallet
ORD00343,2025-01-21,CUST0143,North,Jaipur,Electronics,Power Bank,3,1462.0,0.05,4166.7,2525.16,1641.54,COD
ORD00344,2025-11-14,CUST0041,Central,Nagpur,Footwear,Sandals,4,1000.0,0.15,3400.0,2490.32,909.68,Wallet
ORD00345,2025-02-11,CUST0255,North,Jaipur,Electronics,Speaker,4,1281.0,0.1,4611.6,2540.36,2071.24,COD
ORD00346,2025-08-03,CUST0317,West,Mumbai,Fashion,Dress,1,729.0,0.0,729.0,529.15,199.85,Card
ORD00347,2025-12-03,CUST0233,West,Pune,Footwear,Sandals,3,813.0,0.0,2439.0,1786.11,652.89,Card
ORD00348,2025-10-26,CUST0338,East,Ranchi,Footwear,Sports Shoes,4,821.0,0.0,3284.0,1790.88,1493.12,UPI
ORD00349,2025-10-17,CUST0055,East,Ranchi,Fashion,Jeans,3,609.0,0.2,1461.6,958.39,503.21,COD
ORD00350,2025-09-25,CUST0101,South,Chennai,Beauty,Shampoo,4,433.0,0.0,1732.0,1015.15,716.85,UPI
ORD00351,2025-06-11,CUST0213,South,Bengaluru,Fashion,Dress,2,739.0,0.1,1330.2,728.97,601.23,COD
ORD00352,2025-05-14,CUST0025,West,Pune,Accessories,Wallet,2,1012.0,0.15,1720.4,896.55,823.85,Wallet
ORD00353,2025-04-15,CUST0337,Central,Bhopal,Footwear,Sports Shoes,2,1270.0,0.05,2413.0,1319.73,1093.27,Card
ORD00354,2025-12-09,CUST0176,West,Ahmedabad,Footwear,Sports Shoes,2,1068.0,0.1,1922.4,1198.51,723.89,Card
ORD00355,2025-06-10,CUST0284,South,Bengaluru,Electronics,Power Bank,3,1395.0,0.2,3348.0,2490.19,857.81,UPI
ORD00356,2025-05-03,CUST0068,Central,Nagpur,Beauty,Serum,3,369.0,0.1,996.3,756.7,239.6,UPI
ORD00357,2025-05-16,CUST0342,North,Jaipur,Footwear,Loafers,4,1096.0,0.2,3507.2,2344.09,1163.11,Wallet
ORD00358,2025-07-22,CUST0028,West,Mumbai,Accessories,Watch,1,758.0,0.0,758.0,469.22,288.78,COD
ORD00359,2025-03-09,CUST0152,South,Bengaluru,Beauty,Lipstick,3,476.0,0.05,1356.6,1001.5,355.1,UPI
ORD00360,2025-12-10,CUST0288,East,Bhubaneswar,Footwear,Sneakers,1,936.0,0.2,748.8,558.37,190.43,UPI
ORD00361,2025-11-27,CUST0199,South,Chennai,Accessories,Sunglasses,3,875.0,0.0,2625.0,1997.33,627.67,Wallet
ORD00362,2025-06-03,CUST0227,Central,Bhopal,Accessories,Watch,1,1021.0,0.1,918.9,526.35,392.55,UPI
ORD00363,2025-08-23,CUST0091,Central,Nagpur,Accessories,Watch,2,784.0,0.05,1489.6,888.53,601.07,COD
ORD00364,2025-06-11,CUST0285,Central,Bhopal,Beauty,Serum,4,483.0,0.0,1932.0,1219.89,712.11,Card
ORD00365,2025-02-07,CUST0080,Central,Indore,Beauty,Serum,1,506.0,0.1,455.4,292.02,163.38,COD
ORD00366,2025-01-05,CUST0282,Central,Bhopal,Beauty,Lipstick,3,418.0,0.15,1065.9,773.18,292.72,Card
ORD00367,2025-08-23,CUST0259,Central,Bhopal,Fashion,Jeans,2,728.0,0.2,1164.8,626.34,538.46,UPI
ORD00368,2025-11-15,CUST0170,North,Jaipur,Electronics,Speaker,2,1403.0,0.05,2665.7,1845.91,819.79,Card
ORD00369,2025-10-16,CUST0333,Central,Nagpur,Home,Lamp,4,661.0,0.2,2115.2,1552.89,562.31,COD
ORD00370,2025-02-21,CUST0165,West,Mumbai,Fashion,Jeans,2,603.0,0.0,1206.0,841.14,364.86,Wallet
ORD00371,2025-02-07,CUST0192,East,Ranchi,Fashion,Dress,3,703.0,0.0,2109.0,1596.4,512.6,Wallet
ORD00372,2025-10-03,CUST0050,East,Ranchi,Electronics,Earphones,2,1525.0,0.1,2745.0,1794.17,950.83,UPI
ORD00373,2025-04-20,CUST0106,North,Delhi,Footwear,Sneakers,2,1387.0,0.15,2357.9,1738.42,619.48,Wallet
ORD00374,2025-09-17,CUST0038,South,Hyderabad,Accessories,Wallet,4,938.0,0.1,3376.8,1789.2,1587.6,COD
ORD00375,2025-05-16,CUST0231,Central,Bhopal,Beauty,Lipstick,2,624.0,0.1,1123.2,703.11,420.09,Wallet
ORD00376,2025-03-09,CUST0317,North,Jaipur,Electronics,Smartwatch,1,1207.0,0.2,965.6,503.59,462.01,COD
ORD00377,2025-06-28,CUST0155,North,Jaipur,Accessories,Wallet,1,926.0,0.1,833.4,603.87,229.53,COD
ORD00378,2025-02-05,CUST0113,West,Pune,Home,Cushion,1,671.0,0.15,570.35,319.76,250.59,UPI
ORD00379,2025-05-06,CUST0332,Central,Indore,Accessories,Sunglasses,2,1115.0,0.1,2007.0,1397.06,609.94,Card
ORD00380,2025-07-09,CUST0276,North,Delhi,Fashion,Kurta,1,598.0,0.2,478.4,322.98,155.42,COD
ORD00381,2025-05-26,CUST0095,East,Kolkata,Home,Lamp,4,552.0,0.2,1766.4,983.95,782.45,UPI
ORD00382,2025-03-22,CUST0282,South,Hyderabad,Footwear,Loafers,2,981.0,0.2,1569.6,1163.99,405.61,Wallet
ORD00383,2025-08-13,CUST0298,East,Ranchi,Accessories,Wallet,1,494.0,0.1,444.6,242.54,202.06,Wallet
ORD00384,2025-10-06,CUST0036,South,Chennai,Home,Storage Box,2,588.0,0.0,1176.0,698.7,477.3,UPI
ORD00385,2025-12-27,CUST0291,West,Pune,Home,Cushion,3,561.0,0.2,1346.4,753.48,592.92,Card
ORD00386,2025-06-04,CUST0329,South,Hyderabad,Home,Cushion,3,668.0,0.05,1903.8,1378.87,524.93,Wallet
ORD00387,2025-11-10,CUST0184,South,Chennai,Home,Storage Box,3,690.0,0.15,1759.5,1126.68,632.82,Card
ORD00388,2025-12-01,CUST0072,South,Chennai,Electronics,Earphones,1,1873.0,0.1,1685.7,1252.92,432.78,UPI
ORD00389,2025-09-28,CUST0303,North,Delhi,Home,Bedsheet,1,761.0,0.2,608.8,408.21,200.59,UPI
ORD00390,2025-01-05,CUST0115,Central,Nagpur,Fashion,Jeans,4,627.0,0.05,2382.6,1465.57,917.03,Card
ORD00391,2025-12-08,CUST0006,Central,Nagpur,Beauty,Shampoo,1,377.0,0.15,320.45,196.95,123.5,UPI
ORD00392,2025-10-11,CUST0290,Central,Bhopal,Footwear,Sandals,4,1197.0,0.05,4548.6,2577.14,1971.46,UPI
ORD00393,2025-06-03,CUST0136,East,Kolkata,Accessories,Sunglasses,2,610.0,0.15,1037.0,601.72,435.28,Card
ORD00394,2025-12-06,CUST0233,South,Chennai,Beauty,Face Wash,3,598.0,0.15,1524.9,979.16,545.74,COD
ORD00395,2025-02-23,CUST0292,North,Lucknow,Fashion,Jeans,3,849.0,0.1,2292.3,1536.86,755.44,UPI
ORD00396,2025-03-10,CUST0115,East,Ranchi,Electronics,Speaker,1,1282.0,0.2,1025.6,600.4,425.2,Wallet
ORD00397,2025-05-16,CUST0226,West,Pune,Home,Storage Box,1,450.0,0.2,360.0,269.76,90.24,UPI
ORD00398,2025-03-01,CUST0081,Central,Nagpur,Beauty,Face Wash,3,560.0,0.05,1596.0,892.26,703.74,Card
ORD00399,2025-02-24,CUST0246,South,Bengaluru,Footwear,Sneakers,3,1077.0,0.0,3231.0,2084.62,1146.38,Wallet
ORD00400,2025-10-11,CUST0304,West,Mumbai,Beauty,Serum,2,550.0,0.0,1100.0,608.58,491.42,UPI
ORD00401,2025-03-21,CUST0093,Central,Bhopal,Beauty,Face Wash,1,321.0,0.05,304.95,179.05,125.9,Wallet
ORD00402,2025-05-20,CUST0242,East,Kolkata,Footwear,Sneakers,2,981.0,0.15,1667.7,1130.19,537.51,Wallet
ORD00403,2025-05-25,CUST0094,West,Ahmedabad,Beauty,Serum,2,450.0,0.2,720.0,527.99,192.01,Card
ORD00404,2025-11-06,CUST0068,West,Ahmedabad,Beauty,Lipstick,1,454.0,0.05,431.3,266.69,164.61,COD
ORD00405,2025-04-18,CUST0091,Central,Nagpur,Fashion,Kurta,4,643.0,0.05,2443.4,1655.24,788.16,Wallet
ORD00406,2025-06-25,CUST0067,Central,Nagpur,Footwear,Sneakers,1,1223.0,0.0,1223.0,789.3,433.7,COD
ORD00407,2025-04-15,CUST0220,Central,Indore,Accessories,Sunglasses,3,646.0,0.0,1938.0,1359.29,578.71,UPI
ORD00408,2025-12-18,CUST0245,East,Ranchi,Electronics,Speaker,1,1364.0,0.15,1159.4,643.25,516.15,UPI
ORD00409,2025-11-21,CUST0004,Central,Nagpur,Fashion,Jeans,4,715.0,0.1,2574.0,1464.98,1109.02,COD
ORD00410,2025-05-16,CUST0055,West,Ahmedabad,Footwear,Sneakers,2,1202.0,0.1,2163.6,1355.06,808.54,UPI
ORD00411,2025-09-16,CUST0142,East,Ranchi,Electronics,Smartwatch,4,1579.0,0.2,5052.8,3107.81,1944.99,Wallet
ORD00412,2025-09-08,CUST0285,Central,Nagpur,Beauty,Shampoo,4,359.0,0.05,1364.2,840.7,523.5,Wallet
ORD00413,2025-05-09,CUST0338,Central,Indore,Home,Storage Box,4,471.0,0.05,1789.8,1328.57,461.23,COD
ORD00414,2025-01-27,CUST0206,West,Ahmedabad,Accessories,Backpack,2,984.0,0.0,1968.0,1133.09,834.91,Card
ORD00415,2025-02-17,CUST0242,South,Bengaluru,Footwear,Sneakers,1,1166.0,0.0,1166.0,855.9,310.1,Wallet
ORD00416,2025-11-21,CUST0197,East,Kolkata,Fashion,T-Shirt,3,606.0,0.0,1818.0,1233.24,584.76,Wallet
ORD00417,2025-08-05,CUST0104,Central,Bhopal,Footwear,Loafers,2,1407.0,0.15,2391.9,1516.78,875.12,Card
ORD00418,2025-05-22,CUST0019,Central,Nagpur,Beauty,Face Wash,2,459.0,0.2,734.4,414.25,320.15,Card
ORD00419,2025-01-23,CUST0203,South,Hyderabad,Beauty,Face Wash,3,546.0,0.15,1392.3,851.83,540.47,Wallet
ORD00420,2025-01-02,CUST0287,Central,Bhopal,Footwear,Sandals,1,1113.0,0.0,1113.0,737.8,375.2,Card
ORD00421,2025-06-20,CUST0295,South,Chennai,Home,Storage Box,2,891.0,0.15,1514.7,1153.79,360.91,COD
ORD00422,2025-03-08,CUST0151,West,Ahmedabad,Home,Lamp,1,855.0,0.2,684.0,368.55,315.45,Card
ORD00423,2025-11-23,CUST0289,Central,Nagpur,Fashion,Jeans,3,669.0,0.15,1705.95,1315.58,390.37,Wallet
ORD00424,2025-05-15,CUST0247,West,Ahmedabad,Beauty,Lipstick,4,529.0,0.2,1692.8,1259.66,433.14,COD
ORD00425,2025-03-24,CUST0212,West,Ahmedabad,Home,Bedsheet,2,726.0,0.05,1379.4,1004.26,375.14,Card
ORD00426,2025-08-15,CUST0176,East,Kolkata,Footwear,Sneakers,3,1371.0,0.0,4113.0,2565.37,1547.63,COD
ORD00427,2025-10-10,CUST0138,West,Pune,Footwear,Sandals,3,909.0,0.05,2590.65,1949.52,641.13,UPI
